video,condition,frame_start,frame_end,id_switches,failures,occlusion,observation,reviewer,review_status,evidence,metric_scope,overlap_start,overlap_end
crossing_05.mp4,두 객체 겹침,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/crossing_05.mp4,post_overlap_switches,264,340
crossing_06.mp4,두 객체 겹침,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/crossing_06.mp4,post_overlap_switches,264,346
crossing_07.mp4,두 객체 겹침,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/crossing_07.mp4,post_overlap_switches,265,335
crossing_08.mp4,두 객체 겹침,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/crossing_08.mp4,post_overlap_switches,264,340
crossing_09.mp4,두 객체 겹침,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/crossing_09.mp4,post_overlap_switches,264,346
crossing_10.mp4,두 객체 겹침,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/crossing_10.mp4,post_overlap_switches,265,335
stopping_01.mp4,객체 일시 정지,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/stopping_01.mp4,no_overlap,,
stopping_02.mp4,객체 일시 정지,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/stopping_02.mp4,no_overlap,,
stopping_03.mp4,객체 일시 정지,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/stopping_03.mp4,no_overlap,,
stopping_04.mp4,객체 일시 정지,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/stopping_04.mp4,no_overlap,,
stopping_05.mp4,객체 일시 정지,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/stopping_05.mp4,no_overlap,,
lighting_01.mp4,조명 변화,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/lighting_01.mp4,no_overlap,,
lighting_02.mp4,조명 변화,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/lighting_02.mp4,no_overlap,,
lighting_03.mp4,조명 변화,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/lighting_03.mp4,no_overlap,,
lighting_04.mp4,조명 변화,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/lighting_04.mp4,no_overlap,,
lighting_05.mp4,조명 변화,50,574,,,,"25초 전체 영상 중 f50~574 관찰. 사각형 내부 1/2는 실제 객체, ID 표시는 추적 번호. 직접 관찰 후 계수·가림·메모·검토자 기록.",,needs_human_review,results/videos/lighting_05.mp4,no_overlap,,
meeting.mpg,두 사람 겹침,0,623,,,,실제 영상 보조 검토. 대상별 ID와 겹침·50% 이상 가림 구간을 직접 확인. 합성 30시험 합계에 합산하지 않음.,,needs_human_review,results/current/videos/caviar_meeting.mp4,post_overlap_switches,,
walking.mpg,단일 보행,0,611,,,,실제 영상 보조 검토. 대상별 ID와 겹침·50% 이상 가림 구간을 직접 확인. 합성 30시험 합계에 합산하지 않음.,,needs_human_review,results/current/videos/caviar_walking.mp4,post_overlap_switches,,
stopping.mpg,정지 후 재이동,0,724,,,,실제 영상 보조 검토. 대상별 ID와 겹침·50% 이상 가림 구간을 직접 확인. 합성 30시험 합계에 합산하지 않음.,,needs_human_review,results/current/videos/caviar_stopping.mp4,post_overlap_switches,,
