frame,tp,fg_pixels,fp,bg_pixels,person_raw_background,person_raw_shadow,person_raw_foreground
77,18,12294,0,87637,7206,5028,60
78,5,12364,0,87567,7686,4614,64
79,8,12170,0,87717,7702,4384,84
80,5,12089,0,87796,7813,4220,56
81,5,12081,0,87806,7932,4092,57
82,0,12092,0,87772,8201,3823,68
83,47,11759,0,88075,8076,3573,110
84,0,11466,0,88416,8220,3193,53
85,0,11056,0,88883,8104,2922,30
86,13,11187,0,88813,8436,2609,142
87,0,10411,0,89631,8048,2345,18
88,0,9521,0,90489,7509,1996,16
89,0,9750,0,90235,7329,2389,32
90,0,10118,0,89841,7641,2466,11
91,0,9844,0,90025,7727,2092,25
92,0,9684,0,90166,7692,1982,10
93,0,9453,0,90424,7580,1850,23
94,5,9251,5,90641,7525,1676,50
95,0,8962,0,90963,7255,1687,20
96,1,8857,0,91112,6998,1839,20
97,0,8754,0,91283,7163,1574,17
98,0,8571,0,91527,7155,1403,13
99,0,8434,0,91764,7033,1378,23
100,0,8148,0,92021,6863,1277,8
101,0,8265,0,91842,6802,1448,15
102,0,8304,0,91818,6894,1376,34
103,0,8088,0,91964,6720,1362,6
104,0,7938,0,92113,6611,1318,9
105,0,7755,5,92326,6459,1284,12
106,0,7472,0,92655,6293,1159,20
107,0,7220,0,92913,5994,1217,9
108,0,7129,0,93003,5911,1208,10
109,0,6958,0,93145,5688,1256,14
110,0,6780,0,93312,5513,1247,20
111,0,6737,0,93323,5431,1289,17
112,0,6693,0,93343,5573,1108,12
113,0,6415,0,93516,5511,899,5
114,0,6326,0,93649,5522,800,4
115,0,6137,0,93938,5408,721,8
116,0,5876,0,94277,5220,649,7
117,0,5549,0,94647,5037,510,2
118,0,5330,0,94870,4834,494,2
119,0,5038,0,95166,4571,465,2
120,0,4922,0,95302,4428,490,4
121,0,4751,0,95492,4350,401,0
122,0,4580,0,95654,4222,355,3
123,0,4397,0,95857,4059,338,0
124,0,4295,0,95960,4009,286,0
125,0,4137,0,96140,3839,296,2
126,0,3997,0,96341,3728,267,2
127,0,3845,0,96532,3597,246,2
128,0,3767,0,96681,3537,227,3
129,0,3567,0,96880,3374,193,0
130,0,3367,0,97113,3191,174,2
131,0,3147,0,97355,2948,198,1
132,0,3071,0,97477,2820,250,1
133,0,2976,0,97641,2683,293,0
134,0,2875,0,97755,2534,338,3
135,0,2805,0,97824,2339,464,2
136,0,2677,0,97939,2131,544,2
137,0,2597,0,98023,2038,554,5
138,0,2528,0,98125,1933,593,2
139,0,2486,0,98210,1860,623,3
140,0,2433,0,98289,1862,569,2
141,0,2381,0,98386,1802,576,3
142,0,2319,0,98372,1826,492,1
143,0,2286,0,98405,1821,463,2
144,0,2209,0,98481,1787,422,0
145,0,2161,0,98526,1795,366,0
146,0,2125,0,98583,1776,342,7
147,0,2075,0,98618,1718,356,1
148,0,2037,0,98650,1710,327,0
149,0,1992,0,98679,1689,302,1
150,0,1988,0,98686,1670,318,0
151,0,1985,0,98690,1654,330,1
152,0,2023,0,98658,1647,376,0
153,0,2095,0,98618,1744,350,1
154,0,2141,0,98587,1822,316,3
155,0,2149,0,98563,1834,314,1
156,0,2191,0,98526,1837,353,1
157,0,2164,0,98563,1883,281,0
158,0,2126,0,98628,1884,242,0
159,0,2086,0,98684,1877,208,1
160,0,2031,0,98746,1829,202,0
161,0,2029,0,98751,1804,225,0
162,0,2002,0,98784,1755,247,0
163,0,1957,0,98839,1653,304,0
164,0,1920,0,98880,1590,330,0
165,0,1857,0,98946,1528,328,1
166,0,1804,0,98991,1451,352,1
167,0,1734,0,99076,1448,286,0
168,0,1734,0,99064,1413,321,0
169,0,1690,0,99045,1431,259,0
170,0,1686,0,99047,1462,224,0
171,0,1654,0,99073,1466,188,0
172,0,1653,0,99073,1506,147,0
173,0,1640,0,99072,1557,83,0
174,0,1656,0,99079,1586,70,0
175,0,1631,0,99118,1571,60,0
176,0,1591,0,99167,1523,68,0
177,0,1565,0,99218,1500,65,0
178,0,1558,0,99229,1477,81,0
179,0,1540,0,99281,1415,123,2
180,0,1534,0,99285,1381,152,1
181,0,1537,0,99267,1374,160,3
182,0,1522,0,99274,1354,168,0
183,0,1546,0,99239,1328,214,4
184,0,1528,0,99260,1336,192,0
185,0,1516,0,99266,1356,159,1
186,0,1526,0,99252,1352,173,1
187,0,1514,0,99248,1379,135,0
188,0,1522,0,99244,1405,116,1
189,0,1507,0,99255,1423,83,1
190,0,1515,0,99249,1431,84,0
191,0,1516,0,99249,1447,69,0
192,0,1516,0,99249,1451,65,0
193,0,1533,0,99241,1484,48,1
194,0,1521,0,99219,1437,83,1
195,0,1537,0,99251,1411,126,0
196,0,1510,0,99280,1408,100,2
197,0,1486,0,99302,1418,68,0
198,0,1482,0,99262,1421,61,0
199,0,1480,0,99264,1431,48,1
200,0,1475,0,99247,1387,85,3
201,0,1484,0,99231,1412,71,1
202,0,1492,0,99209,1412,80,0
203,0,1499,0,99199,1430,69,0
204,0,1488,0,99243,1373,111,4
205,0,1492,0,99230,1386,105,1
206,0,1496,0,99214,1330,151,15
207,0,1467,0,99253,1341,125,1
208,0,1451,0,99286,1332,118,1
209,0,1434,0,99309,1310,122,2
210,0,1437,0,99304,1296,138,3
211,0,1431,0,99318,1349,82,0
212,0,1410,0,99345,1258,148,4
213,0,1380,0,99367,1323,57,0
214,0,1374,398,99373,1165,197,12
215,0,1361,0,99403,1160,200,1
216,0,1347,75,99412,1021,315,11
217,0,1319,0,99445,1077,238,4
218,0,1324,5,99446,1014,291,19
219,0,1235,0,99620,1028,202,5
220,0,1245,0,99610,1092,151,2
221,0,1257,8,99580,1102,154,1
222,0,1254,0,99579,1133,120,1
223,0,1237,0,99599,1152,82,3
224,0,1228,0,99611,1118,110,0
225,0,1215,0,99623,1176,39,0
226,0,1215,0,99623,1169,44,2
227,0,1188,0,99661,1120,67,1
228,0,1180,0,99667,1052,122,6
229,0,1184,0,99649,1112,72,0
230,0,1175,0,99660,1110,63,2
231,0,1170,0,99653,1079,90,1
232,0,1181,0,99641,1093,88,0
233,0,1177,0,99645,1116,61,0
234,0,1211,0,99617,1172,39,0
235,0,1211,0,99617,1180,31,0
236,0,1207,0,99623,1191,16,0
237,0,1207,0,99623,1181,26,0
238,0,1201,0,99616,1158,43,0
239,0,1201,0,99616,1142,59,0
240,0,1201,0,99616,1118,82,1
241,0,1212,0,99613,1171,41,0
242,0,1215,0,99616,1118,97,0
243,0,1205,0,99630,1085,120,0
244,0,1251,0,99583,1124,127,0
245,0,1248,0,99587,1104,144,0
246,0,1253,0,99577,1094,159,0
247,0,1320,0,99505,1107,213,0
248,0,1327,0,99497,1108,219,0
249,0,1338,0,99469,1091,247,0
250,0,1341,0,99464,1091,250,0
251,0,1371,0,99434,1104,267,0
252,0,1393,0,99408,1066,324,3
253,0,1422,0,99377,1094,328,0
254,0,1461,0,99328,1068,393,0
255,0,1455,0,99330,1088,366,1
256,0,1446,0,99354,1070,373,3
257,0,1427,0,99381,1032,395,0
258,0,1467,0,99341,1061,404,2
259,0,1467,0,99341,1020,447,0
260,0,1467,0,99353,1053,414,0
261,0,1430,0,99400,1017,413,0
262,0,1401,0,99428,1010,389,2
263,0,1342,0,99499,1000,342,0
264,0,1334,0,99553,948,384,2
265,0,1287,0,99597,935,349,3
266,0,1270,0,99623,951,315,4
267,0,1233,0,99674,924,306,3
268,0,1206,0,99708,886,320,0
269,0,1189,0,99735,871,315,3
270,0,1149,0,99779,839,309,1
271,0,1106,0,99823,797,308,1
272,0,1080,0,99861,768,310,2
273,0,1046,0,99896,747,297,2
274,0,972,0,99967,714,258,0
275,0,949,0,100000,690,254,5
276,0,903,0,100052,641,262,0
277,0,902,0,100067,695,206,1
278,0,885,0,100098,710,174,1
279,0,889,0,100120,755,134,0
280,0,939,0,100054,804,135,0
281,0,1034,0,99936,894,140,0
282,0,1156,0,99804,1042,114,0
283,0,1264,0,99680,1122,141,1
284,0,1345,0,99568,1159,184,2
285,0,1424,0,99484,1241,182,1
286,0,1447,0,99448,1284,163,0
287,0,1492,0,99391,1311,181,0
288,0,1513,0,99379,1298,215,0
289,0,1523,0,99366,1291,232,0
290,0,1556,0,99329,1303,252,1
291,0,1612,0,99261,1291,319,2
292,0,1682,0,99183,1292,389,1
293,0,1747,0,99108,1269,476,2
294,0,1817,0,99026,1313,501,3
295,0,1888,0,98955,1320,565,3
296,0,2012,0,98805,1360,650,2
297,0,2136,0,98663,1412,724,0
298,0,2167,0,98541,1484,680,3
299,0,2193,0,98442,1514,678,1
300,0,2226,0,98444,1567,656,3
301,0,2240,0,98373,1627,609,4
302,0,2195,0,98369,1594,599,2
303,0,2141,0,98406,1533,607,1
304,0,2170,0,98388,1518,652,0
305,0,2137,0,98421,1506,630,1
306,0,2129,0,98423,1443,684,2
307,0,2120,0,98445,1424,691,5
308,0,2113,0,98480,1430,679,4
309,0,2178,0,98408,1442,734,2
310,0,2217,0,98389,1475,740,2
311,0,2273,0,98321,1428,845,0
312,0,2345,0,98257,1447,897,1
313,0,2462,0,98102,1600,858,4
314,0,2597,0,98009,1724,870,3
315,0,2764,0,97911,1933,830,1
316,0,2807,0,97886,2003,799,5
317,0,2838,0,97819,2005,824,9
318,0,2959,0,97602,1994,961,4
319,0,3126,0,97454,2086,1036,4
320,0,3198,0,97357,2203,990,5
321,0,3252,0,97248,2279,968,5
322,0,3350,0,97108,2420,922,8
323,0,3541,0,96903,2551,981,9
324,0,3758,0,96675,2702,1051,5
325,0,4013,0,96404,3029,981,3
326,0,4238,0,96180,3276,959,3
327,0,4446,0,95949,3567,873,6
328,0,4439,0,95894,3581,854,4
329,0,4535,0,95727,3660,870,5
330,0,4640,0,95609,3720,919,1
331,0,4759,0,95444,3763,992,4
332,0,4862,0,95339,3743,1104,15
333,0,4942,0,95253,3868,1059,15
334,0,5048,0,95116,3972,1064,12
335,0,5198,0,94945,4140,1052,6
336,0,5432,0,94683,4327,1098,7
337,0,5637,0,94467,4658,973,6
338,0,5811,0,94277,4823,976,12
339,0,6073,0,94018,4994,1070,9
340,0,6445,0,93572,5315,1121,9
341,0,6837,0,93204,5550,1275,12
342,0,6952,0,93010,5770,1174,8
343,0,7111,0,92885,5881,1224,6
344,0,7231,0,92760,5952,1266,13
345,0,7417,0,92571,5938,1457,22
346,0,7506,0,92511,6027,1448,31
347,0,7623,0,92403,6148,1450,25
348,0,7764,0,92256,6265,1479,20
349,0,7840,0,92180,6405,1417,18
350,0,8004,0,92014,6493,1500,11
351,0,8410,0,91597,6824,1577,9
352,0,8921,0,91090,7331,1566,24
353,0,9324,0,90711,7638,1661,25
354,0,9497,0,90399,7813,1666,18
355,0,9210,0,90657,7556,1635,19
356,0,8985,0,90848,7406,1562,17
357,0,9104,0,90695,7122,1959,23
358,0,9940,0,89795,7469,2408,63
359,5,10314,5,89316,7862,2381,71
360,0,10509,0,89095,7990,2455,64
361,0,10552,0,88978,8193,2310,49
362,1,10855,0,88686,8362,2441,52
363,0,11228,0,88369,8611,2577,40
364,0,11543,0,88055,8950,2541,52
365,0,11902,0,87708,9226,2614,62
366,0,12317,0,87469,9479,2757,81
367,0,13009,0,87011,10030,2902,77
368,0,13611,0,86256,10159,3392,60
369,14,13648,0,86107,9978,3575,95
370,35,13914,0,85852,10133,3634,147
371,36,14062,0,85732,10060,3841,161
372,88,14150,0,85672,10352,3542,256
373,111,14437,0,85438,10707,3455,275
374,46,14630,1,85281,10727,3681,222
375,13,14847,0,85140,10931,3730,186
376,8,15027,0,85039,10919,3972,136
377,63,14607,0,85694,10889,3552,166
378,36,13155,0,87250,10514,2505,136
379,16,11898,0,88710,9961,1850,87
380,0,10091,0,90638,8470,1592,29
381,0,7620,0,92986,6551,1044,25
382,0,5609,0,94967,4686,897,26
383,30,4447,0,96169,3511,885,51
384,2,3233,0,97458,2350,859,24
385,0,2337,0,98485,1514,781,42
386,5,1962,0,98936,1133,794,35
387,0,1311,0,99795,757,541,13
388,0,450,0,100736,150,290,10
389,0,0,0,101376,0,0,0
390,0,0,0,101376,0,0,0
391,0,0,0,101376,0,0,0
392,0,0,0,101376,0,0,0
393,0,0,0,101376,0,0,0
394,0,0,0,101376,0,0,0
395,0,0,0,101376,0,0,0
396,0,0,0,101376,0,0,0
397,0,0,0,101376,0,0,0
398,0,0,0,101376,0,0,0
399,0,0,0,101376,0,0,0
400,0,0,0,101376,0,0,0
401,0,0,0,101376,0,0,0
402,0,0,0,101376,0,0,0
403,0,0,0,101376,0,0,0
404,0,0,0,101376,0,0,0
405,0,0,0,101376,0,0,0
406,0,0,0,101376,0,0,0
407,0,0,0,101376,0,0,0
408,0,0,0,101376,0,0,0
409,0,0,0,101376,0,0,0
410,0,0,0,101376,0,0,0
411,0,0,0,101376,0,0,0
412,0,0,0,101376,0,0,0
413,0,0,0,101376,0,0,0
414,0,0,0,101376,0,0,0
415,0,0,0,101376,0,0,0
416,0,0,0,101376,0,0,0
417,0,0,0,101376,0,0,0
418,0,0,0,101376,0,0,0
419,0,0,0,101376,0,0,0
420,0,0,0,101376,0,0,0
421,0,0,0,101376,0,0,0
422,0,0,0,101376,0,0,0
423,0,0,0,101376,0,0,0
424,0,0,0,101376,0,0,0
425,0,0,0,101376,0,0,0
426,0,0,0,101376,0,0,0
427,0,0,0,101376,0,0,0
428,0,0,0,101376,0,0,0
429,0,0,0,101376,0,0,0
430,0,0,0,101376,0,0,0
431,0,0,0,101376,0,0,0
432,0,0,0,101376,0,0,0
433,0,0,0,101376,0,0,0
434,0,0,0,101376,0,0,0
435,0,0,0,101376,0,0,0
436,0,0,0,101376,0,0,0
437,0,0,0,101376,0,0,0
438,0,0,0,101376,0,0,0
439,0,0,0,101376,0,0,0
440,0,0,0,101376,0,0,0
441,0,0,0,101376,0,0,0
442,0,0,0,101376,0,0,0
443,0,0,0,101376,0,0,0
444,0,0,0,101376,0,0,0
445,0,0,0,101376,0,0,0
446,0,0,0,101376,0,0,0
447,0,0,0,101376,0,0,0
448,0,0,0,101376,0,0,0
449,0,0,0,101376,0,0,0
450,0,0,0,101376,0,0,0
451,0,0,0,101376,0,0,0
452,0,0,0,101376,0,0,0
453,0,0,0,101376,0,0,0
454,0,0,0,101376,0,0,0
455,0,0,0,101376,0,0,0
456,0,0,0,101376,0,0,0
457,0,0,0,101376,0,0,0
458,0,0,0,101376,0,0,0
459,0,0,0,101376,0,0,0
460,0,0,0,101376,0,0,0
461,0,0,0,101376,0,0,0
462,0,0,0,101376,0,0,0
463,0,0,0,101376,0,0,0
464,0,0,0,101376,0,0,0
465,0,0,0,101376,0,0,0
466,0,0,0,101376,0,0,0
467,0,0,0,101376,0,0,0
468,0,0,0,101376,0,0,0
469,0,0,0,101376,0,0,0
470,0,0,0,101376,0,0,0
471,0,0,0,101376,0,0,0
472,0,0,0,101376,0,0,0
473,0,0,0,101376,0,0,0
474,0,0,0,101376,0,0,0
475,0,0,0,101376,0,0,0
476,0,0,0,101376,0,0,0
477,0,0,0,101376,0,0,0
478,0,0,0,101376,0,0,0
479,0,0,0,101376,0,0,0
480,0,0,0,101376,0,0,0
481,0,0,0,101376,0,0,0
482,0,0,0,101376,0,0,0
483,0,0,0,101376,0,0,0
484,0,0,0,101376,0,0,0
485,0,0,0,101376,0,0,0
486,0,0,0,101376,0,0,0
487,0,0,0,101376,0,0,0
488,0,0,0,101376,0,0,0
489,0,0,0,101376,0,0,0
490,0,0,0,101376,0,0,0
491,0,0,0,101376,0,0,0
492,0,0,0,101376,0,0,0
493,0,0,0,101376,0,0,0
494,0,0,0,101376,0,0,0
495,0,0,0,101376,0,0,0
496,0,0,0,101376,0,0,0
497,0,0,0,101376,0,0,0
498,0,0,0,101376,0,0,0
499,0,0,0,101376,0,0,0
500,0,0,0,101376,0,0,0
501,0,0,0,101376,0,0,0
502,0,0,0,101376,0,0,0
503,0,0,0,101376,0,0,0
504,0,0,0,101376,0,0,0
505,0,0,0,101376,0,0,0
506,0,0,0,101376,0,0,0
507,0,0,0,101376,0,0,0
508,0,0,0,101376,0,0,0
509,0,0,0,101376,0,0,0
510,0,0,0,101376,0,0,0
511,0,0,0,101376,0,0,0
512,0,0,0,101376,0,0,0
513,0,0,0,101376,0,0,0
514,0,0,0,101376,0,0,0
515,0,0,0,101376,0,0,0
516,0,0,0,101376,0,0,0
517,0,0,0,101376,0,0,0
518,0,0,0,101376,0,0,0
519,0,0,0,101376,0,0,0
520,0,0,0,101376,0,0,0
521,0,0,0,101376,0,0,0
522,0,0,0,101376,0,0,0
523,0,0,0,101376,0,0,0
524,0,0,0,101376,0,0,0
